Occurred On (NT),Cleared On (NT),MO Name,Name
03/01/2025 17:17,03/01/2025 17:29,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:12,03/01/2025 17:16,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:06,04/01/2025 13:02,"NodeB Name=MUCHPCDO4006, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:05,03/01/2025 17:10,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 16:43,03/01/2025 16:56,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 16:30,03/01/2025 21:22,"NodeB Name=MEXCOY1003, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:57,03/01/2025 14:59,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:54,03/01/2025 22:41,"NodeB Name=CHPTNL0114, LogicRNCID=181",NodeB Unavailable
03/01/2025 14:53,03/01/2025 14:57,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:28,03/01/2025 22:10,"NodeB Name=CHPTXC0897, LogicRNCID=181",NodeB Unavailable
03/01/2025 13:38,03/01/2025 13:42,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 13:32,03/01/2025 13:37,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 13:14,03/01/2025 15:28,"NodeB Name=DIFXCH1711, LogicRNCID=193",NodeB Unavailable
03/01/2025 12:52,03/01/2025 13:27,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
03/01/2025 12:14,03/01/2025 12:17,"NodeB Name=MEXATN0035, LogicRNCID=196",NodeB Unavailable
03/01/2025 12:12,03/01/2025 12:20,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 11:57,03/01/2025 12:10,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 11:49,03/01/2025 11:53,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:49,03/01/2025 11:53,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:40,03/01/2025 11:44,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:40,03/01/2025 11:44,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:19,03/01/2025 17:33,"NodeB Name=CHPPIJ0083, LogicRNCID=181",NodeB Unavailable
03/01/2025 11:07,03/01/2025 11:10,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:07,03/01/2025 11:11,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:54,03/01/2025 11:00,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:54,03/01/2025 11:00,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:26,03/01/2025 20:09,"NodeB Name=CHPHHT0073, LogicRNCID=181",NodeB Unavailable
03/01/2025 10:14,03/01/2025 10:23,"NodeB Name=MORTYN0288, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:05,03/01/2025 22:25,"NodeB Name=CHPHHT0074, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:54,03/01/2025 10:00,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:39,04/01/2025 12:01,"NodeB Name=MUCHPPIJ4045, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:18,03/01/2025 09:22,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 09:15,03/01/2025 17:06,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:12,03/01/2025 09:17,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 08:31,03/01/2025 08:36,"NodeB Name=HIDTZY0365, LogicRNCID=199",NodeB Unavailable
03/01/2025 07:48,03/01/2025 07:54,"NodeB Name=CHPTXG0559, LogicRNCID=181",NodeB Unavailable
03/01/2025 07:48,03/01/2025 07:54,"NodeB Name=CHPTXG0137, LogicRNCID=181",NodeB Unavailable
03/01/2025 06:20,03/01/2025 12:14,"NodeB Name=MEXATN0035, LogicRNCID=196",NodeB Unavailable
03/01/2025 06:11,03/01/2025 06:36,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 04:56,03/01/2025 06:18,"NodeB Name=MEXTOL0822, LogicRNCID=196",NodeB Unavailable
03/01/2025 04:27,03/01/2025 04:30,"NodeB Name=TABTNQ0359, LogicRNCID=181",NodeB Unavailable
03/01/2025 02:12,03/01/2025 03:10,"NodeB Name=CHPTAP0109, LogicRNCID=181",NodeB Unavailable
03/01/2025 02:06,03/01/2025 02:10,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 01:10,03/01/2025 01:16,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 23:52,03/01/2025 00:32,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 22:57,02/01/2025 23:01,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 21:34,02/01/2025 23:28,"NodeB Name=CHPTAP0103, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:31,02/01/2025 20:40,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 20:21,02/01/2025 20:42,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:20,02/01/2025 20:24,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 22:34,"NodeB Name=CHPHHT0074, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,03/01/2025 00:41,"NodeB Name=CHPPIJ0082, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 23:52,"NodeB Name=CHPSCT0095, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,03/01/2025 00:09,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 21:50,"NodeB Name=CHPHXT0077, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 20:59,"NodeB Name=CHPTAP0105, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 21:12,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
02/01/2025 19:46,02/01/2025 20:08,"NodeB Name=MEXTOL1787, LogicRNCID=196",NodeB Unavailable
02/01/2025 17:38,02/01/2025 17:42,"NodeB Name=TABHMG0342, LogicRNCID=181",NodeB Unavailable
02/01/2025 17:37,02/01/2025 17:51,DIFRNC196,NodeB Unavailable
02/01/2025 17:36,02/01/2025 17:52,"NodeB Name=MEXMET0401, LogicRNCID=196",NodeB Unavailable
02/01/2025 17:36,02/01/2025 17:51,"NodeB Name=MEXMET1572, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:40,02/01/2025 16:42,"NodeB Name=MEXTOL1790, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:40,02/01/2025 16:43,"NodeB Name=MEXTOL1786, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:34,02/01/2025 16:38,"NodeB Name=HIDTRO0133, LogicRNCID=199",NodeB Unavailable
02/01/2025 16:06,02/01/2025 16:10,"NodeB Name=TABCDS0279, LogicRNCID=181",NodeB Unavailable
02/01/2025 16:02,02/01/2025 16:58,"NodeB Name=iVHE0001, LogicRNCID=181",NodeB Unavailable
02/01/2025 16:02,02/01/2025 16:58,"NodeB Name=TAB-8100, LogicRNCID=181",NodeB Unavailable
02/01/2025 15:46,02/01/2025 16:31,"NodeB Name=CHPSMJ0097, LogicRNCID=181",NodeB Unavailable
02/01/2025 15:46,02/01/2025 16:31,"NodeB Name=CHPMRQ0078, LogicRNCID=181",NodeB Unavailable
02/01/2025 14:05,02/01/2025 14:13,"NodeB Name=MORPUI0272, LogicRNCID=196",NodeB Unavailable
02/01/2025 12:25,03/01/2025 12:22,"NodeB Name=MEXALR0019, LogicRNCID=196",NodeB Unavailable
02/01/2025 12:25,03/01/2025 12:39,"NodeB Name=MEXTIA0670, LogicRNCID=196",NodeB Unavailable
02/01/2025 11:40,02/01/2025 11:53,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 11:34,02/01/2025 11:38,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
02/01/2025 11:34,02/01/2025 11:38,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
02/01/2025 11:23,02/01/2025 11:27,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
02/01/2025 11:23,02/01/2025 11:27,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
02/01/2025 11:21,02/01/2025 11:23,"NodeB Name=HIDTRO0133, LogicRNCID=199",NodeB Unavailable
02/01/2025 11:17,02/01/2025 12:12,"NodeB Name=iVHE0001, LogicRNCID=181",NodeB Unavailable
02/01/2025 11:17,02/01/2025 12:12,"NodeB Name=TAB-8100, LogicRNCID=181",NodeB Unavailable
02/01/2025 11:16,02/01/2025 11:21,"NodeB Name=HIDTRO0133, LogicRNCID=199",NodeB Unavailable
02/01/2025 11:03,02/01/2025 11:07,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 10:53,02/01/2025 10:57,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
02/01/2025 10:53,02/01/2025 10:57,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
02/01/2025 10:48,02/01/2025 10:55,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 10:46,02/01/2025 10:50,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
02/01/2025 10:46,02/01/2025 10:50,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
02/01/2025 10:26,02/01/2025 10:31,"NodeB Name=MEXTCM1229, LogicRNCID=197",NodeB Unavailable
02/01/2025 09:36,02/01/2025 09:58,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 08:35,02/01/2025 08:38,"NodeB Name=MEXATZ0048, LogicRNCID=197",NodeB Unavailable
02/01/2025 08:08,02/01/2025 09:27,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 08:00,02/01/2025 08:02,"NodeB Name=MEXJIL1554, LogicRNCID=199",NodeB Unavailable
02/01/2025 07:53,02/01/2025 07:58,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
02/01/2025 07:25,02/01/2025 07:30,DIFRNC193,NodeB Unavailable
02/01/2025 07:13,02/01/2025 07:20,"NodeB Name=MUMORCUA4002, LogicRNCID=196",NodeB Unavailable
02/01/2025 07:04,02/01/2025 07:06,"NodeB Name=MUCHPPIJ4045, LogicRNCID=181",NodeB Unavailable
02/01/2025 06:28,02/01/2025 06:30,"NodeB Name=MEXVCA1669, LogicRNCID=196",NodeB Unavailable
02/01/2025 06:28,02/01/2025 06:30,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:28,02/01/2025 06:30,"NodeB Name=MEXVCA0903, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:27,02/01/2025 06:28,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:25,02/01/2025 06:26,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:24,02/01/2025 06:26,"NodeB Name=MEXVCA1669, LogicRNCID=196",NodeB Unavailable
02/01/2025 06:24,02/01/2025 06:25,"NodeB Name=MEXVCA0903, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:24,02/01/2025 06:25,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:22,02/01/2025 06:24,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:19,02/01/2025 06:21,"NodeB Name=MEXVCA1669, LogicRNCID=196",NodeB Unavailable
02/01/2025 06:19,02/01/2025 06:21,"NodeB Name=MEXVCA1649, LogicRNCID=197",NodeB Unavailable
02/01/2025 06:19,02/01/2025 06:21,"NodeB Name=MEXVCA0903, LogicRNCID=197",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:08,"NodeB Name=MEXTOL1790, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:38,"NodeB Name=MEXTOL1623, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:44,"NodeB Name=MEXTOL1787, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:43,"NodeB Name=MEXTOL1783, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:40,"NodeB Name=MEXTOL1785, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:46,DIFRNC196,NodeB Unavailable
02/01/2025 05:41,02/01/2025 12:11,"NodeB Name=MEXTOL1786, LogicRNCID=196",NodeB Unavailable
02/01/2025 05:32,02/01/2025 09:19,"NodeB Name=DIFTLP0871, LogicRNCID=193",NodeB Unavailable
02/01/2025 04:57,02/01/2025 06:14,"NodeB Name=MEXTOL0822, LogicRNCID=196",NodeB Unavailable
02/01/2025 03:31,02/01/2025 03:34,"NodeB Name=MEXATZ0048, LogicRNCID=197",NodeB Unavailable
02/01/2025 02:23,02/01/2025 08:00,"NodeB Name=MEXJIL1554, LogicRNCID=199",NodeB Unavailable
02/01/2025 01:56,02/01/2025 02:42,"NodeB Name=MORJOJ0265, LogicRNCID=196",NodeB Unavailable
02/01/2025 01:40,02/01/2025 09:18,"NodeB Name=SUDIFXCH7227Z, LogicRNCID=193",NodeB Unavailable
02/01/2025 01:40,02/01/2025 05:29,"NodeB Name=DIFTLP0871, LogicRNCID=193",NodeB Unavailable
02/01/2025 01:13,02/01/2025 01:16,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
01/01/2025 23:45,02/01/2025 01:11,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
01/01/2025 23:01,01/01/2025 23:13,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
01/01/2025 21:12,01/01/2025 21:17,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
01/01/2025 21:10,02/01/2025 16:33,"NodeB Name=MEXOYC1769, LogicRNCID=196",NodeB Unavailable
01/01/2025 21:01,02/01/2025 01:51,"NodeB Name=MEXOYC1671, LogicRNCID=196",NodeB Unavailable
01/01/2025 19:11,02/01/2025 11:16,"NodeB Name=MEXOYC1211, LogicRNCID=196",NodeB Unavailable
01/01/2025 18:22,01/01/2025 18:27,"NodeB Name=MORJAN0250, LogicRNCID=196",NodeB Unavailable
01/01/2025 17:31,01/01/2025 17:51,"NodeB Name=DIFTLP0852, LogicRNCID=193",NodeB Unavailable
01/01/2025 17:20,01/01/2025 18:54,"NodeB Name=HIDMNR0021, LogicRNCID=199",NodeB Unavailable
01/01/2025 16:59,01/01/2025 17:02,"NodeB Name=DIFTLP0839, LogicRNCID=193",NodeB Unavailable
01/01/2025 16:45,01/01/2025 16:50,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
01/01/2025 15:35,01/01/2025 15:37,"NodeB Name=MCR81-0001_2501_Elektra_Madero, LogicRNCID=181",NodeB Unavailable
01/01/2025 14:38,01/01/2025 14:43,"NodeB Name=SUTABCTR7032Z, LogicRNCID=181",NodeB Unavailable
01/01/2025 13:59,01/01/2025 14:34,"NodeB Name=MUMEXTMC4104, LogicRNCID=199",NodeB Unavailable
01/01/2025 12:53,01/01/2025 12:58,"NodeB Name=SUTABCTR7032Z, LogicRNCID=181",NodeB Unavailable
01/01/2025 11:42,01/01/2025 11:46,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
01/01/2025 11:26,01/01/2025 11:29,"NodeB Name=SUMEXMET7230Z, LogicRNCID=196",NodeB Unavailable
01/01/2025 09:29,01/01/2025 19:53,"NodeB Name=MEXCOC1745, LogicRNCID=193",NodeB Unavailable
01/01/2025 09:25,01/01/2025 09:29,"NodeB Name=MORTPG0278, LogicRNCID=196",NodeB Unavailable
01/01/2025 09:25,01/01/2025 09:29,"NodeB Name=MORJON0269, LogicRNCID=196",NodeB Unavailable
01/01/2025 09:00,01/01/2025 09:02,"NodeB Name=MEXTUP1328, LogicRNCID=197",NodeB Unavailable
01/01/2025 08:57,01/01/2025 09:02,"NodeB Name=TABCTR0646, LogicRNCID=181",NodeB Unavailable
01/01/2025 08:57,01/01/2025 09:01,"NodeB Name=TABCTR0320, LogicRNCID=181",NodeB Unavailable
01/01/2025 08:50,01/01/2025 08:55,"NodeB Name=TABCDS0644, LogicRNCID=181",NodeB Unavailable
01/01/2025 07:47,01/01/2025 07:50,"NodeB Name=MCR95-0009A_0161_Torre_II_Banco_Azteca, LogicRNCID=193",NodeB Unavailable
01/01/2025 07:45,01/01/2025 07:48,"NodeB Name=MEXPAN1588, LogicRNCID=196",NodeB Unavailable
01/01/2025 07:42,01/01/2025 07:45,"NodeB Name=MEXCOY1003, LogicRNCID=199",NodeB Unavailable
01/01/2025 07:42,01/01/2025 07:46,"NodeB Name=TABCTR0994, LogicRNCID=181",NodeB Unavailable
01/01/2025 04:37,01/01/2025 06:15,"NodeB Name=MEXTOL0822, LogicRNCID=196",NodeB Unavailable
01/01/2025 03:02,01/01/2025 03:08,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
01/01/2025 02:38,01/01/2025 02:43,"NodeB Name=HIDACX1404, LogicRNCID=199",NodeB Unavailable
01/01/2025 00:16,01/01/2025 00:21,"NodeB Name=TABCDS0276, LogicRNCID=181",NodeB Unavailable
01/01/2025 01:02,01/01/2025 01:07,"NodeB Name=YUCMER0739, LogicRNCID=180",NodeB Unavailable
01/01/2025 01:19,01/01/2025 01:23,"NodeB Name=YUCMER0739, LogicRNCID=180",NodeB Unavailable
01/01/2025 02:36,01/01/2025 02:40,"NodeB Name=ROOFCP0220, LogicRNCID=180",NodeB Unavailable
01/01/2025 04:57,01/01/2025 05:01,"NodeB Name=YUCMER0736, LogicRNCID=180",NodeB Unavailable
01/01/2025 08:24,01/01/2025 15:59,"NodeB Name=CAMCAM0522, LogicRNCID=180",NodeB Unavailable
01/01/2025 08:34,01/01/2025 08:37,"NodeB Name=YUCMER0700, LogicRNCID=180",NodeB Unavailable
01/01/2025 11:09,01/01/2025 13:47,"NodeB Name=YUCMER0739, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:27,01/01/2025 13:29,"NodeB Name=ROOOTH0228, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:47,01/01/2025 13:52,"NodeB Name=ROOOTH0798, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:53,01/01/2025 13:56,"NodeB Name=ROOOTH0798, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:55,01/01/2025 13:57,"NodeB Name=ROOOTH0228, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:59,01/01/2025 18:45,"NodeB Name=ROOCZM0608, LogicRNCID=180",NodeB Unavailable
01/01/2025 13:59,01/01/2025 18:45,"NodeB Name=ROOCZM0211, LogicRNCID=180",NodeB Unavailable
01/01/2025 23:37,01/01/2025 23:44,"NodeB Name=YUCMER0729, LogicRNCID=180",NodeB Unavailable
02/01/2025 01:27,02/01/2025 01:28,"NodeB Name=ROOFCP0219, LogicRNCID=180",NodeB Unavailable
02/01/2025 03:14,02/01/2025 03:16,"NodeB Name=ROOFCP0219, LogicRNCID=180",NodeB Unavailable
02/01/2025 03:37,02/01/2025 03:39,"NodeB Name=ROOFCP0219, LogicRNCID=180",NodeB Unavailable
02/01/2025 13:04,02/01/2025 14:11,"NodeB Name=ROOSOL0623, LogicRNCID=180",NodeB Unavailable
02/01/2025 13:18,02/01/2025 14:09,"NodeB Name=YUCMER0726, LogicRNCID=180",NodeB Unavailable
02/01/2025 22:10,02/01/2025 23:54,"NodeB Name=YUCMER1338, LogicRNCID=180",NodeB Unavailable
03/01/2025 08:58,03/01/2025 10:37,"NodeB Name=ROOSOL1219, LogicRNCID=180",NodeB Unavailable
03/01/2025 09:15,03/01/2025 09:19,"NodeB Name=ROOBEJ0945, LogicRNCID=180",NodeB Unavailable
03/01/2025 10:10,03/01/2025 11:39,"NodeB Name=ROOBEJ0945, LogicRNCID=180",NodeB Unavailable
03/01/2025 11:13,03/01/2025 11:15,"NodeB Name=ROOFCP0220, LogicRNCID=180",NodeB Unavailable
03/01/2025 11:48,03/01/2025 14:27,"NodeB Name=ROOBEJ0202, LogicRNCID=180",NodeB Unavailable
03/01/2025 12:25,03/01/2025 12:28,"NodeB Name=ROOOTH0798, LogicRNCID=180",NodeB Unavailable
03/01/2025 12:26,03/01/2025 12:30,"NodeB Name=ROOOTH0228, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:36,"NodeB Name=ROOBEJ0160, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:45,"NodeB Name=ROOBEJ0166, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:37,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:37,"NodeB Name=ROOBEJ0207, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:37,"NodeB Name=ROOBEJ0149, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:30,03/01/2025 15:45,"NodeB Name=ROOBEJ0194, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:38,03/01/2025 15:52,"NodeB Name=ROOBEJ0149, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:38,03/01/2025 15:45,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:38,03/01/2025 15:52,"NodeB Name=ROOBEJ0207, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:46,03/01/2025 15:51,"NodeB Name=ROOBEJ0166, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:46,03/01/2025 15:51,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:46,03/01/2025 15:51,"NodeB Name=ROOBEJ0194, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:54,03/01/2025 16:01,"NodeB Name=ROOBEJ0166, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:54,03/01/2025 16:01,"NodeB Name=ROOBEJ0194, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:54,03/01/2025 16:01,"NodeB Name=ROOBEJ0149, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:54,03/01/2025 16:01,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 15:54,03/01/2025 16:01,"NodeB Name=ROOBEJ0207, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:02,03/01/2025 16:04,"NodeB Name=ROOBEJ0166, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:02,03/01/2025 16:04,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:02,03/01/2025 16:21,"NodeB Name=ROOBEJ0194, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:02,03/01/2025 16:03,"NodeB Name=ROOBEJ0149, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:02,03/01/2025 16:04,"NodeB Name=ROOBEJ0207, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:04,03/01/2025 16:28,"NodeB Name=ROOBEJ0149, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:04,03/01/2025 16:28,"NodeB Name=ROOBEJ0166, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:04,03/01/2025 16:28,"NodeB Name=ROOBEJ1127, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:04,03/01/2025 16:28,"NodeB Name=ROOBEJ0207, LogicRNCID=180",NodeB Unavailable
03/01/2025 16:22,03/01/2025 16:28,"NodeB Name=ROOBEJ0194, LogicRNCID=180",NodeB Unavailable
03/01/2025 17:53,03/01/2025 17:58,"NodeB Name=YUCMER1338, LogicRNCID=180",NodeB Unavailable
03/01/2025 18:33,03/01/2025 18:40,"NodeB Name=ROOBEJ0160, LogicRNCID=180",NodeB Unavailable
04/01/2025 11:33,04/01/2025 11:37,"NodeB Name=CAMCAM0533, LogicRNCID=180",NodeB Unavailable
04/01/2025 11:41,04/01/2025 14:03,"NodeB Name=CAMCAM0533, LogicRNCID=180",NodeB Unavailable
04/01/2025 11:43,04/01/2025 12:23,"NodeB Name=ROOBEJ0202, LogicRNCID=180",NodeB Unavailable
04/01/2025 16:30,04/01/2025 16:34,"NodeB Name=CAMCAM0533, LogicRNCID=180",NodeB Unavailable
04/01/2025 22:44,05/01/2025 18:28,"NodeB Name=CAMCAM0532, LogicRNCID=180",NodeB Unavailable
